学名 withAuthor,和名,別名,ステータス,LAPG 科名,LAPG Family,LAPG no.,Cronquist 科名,Cronquist family,cronquist No.,Engler 科名,Engler family,Engler no.,生態,学名,修正日,ID,発表年,LAPGII::LAPG Family広義,LAPGII::LAPG Order,LAPGII::LAPG 目,LAPGII::LAPGno.,LAPGII::LAPG科名,LAPGII::LAPG Family狭義
Tricyrtis flava Maxim.  var. nana (Yatabe) Makino,チャボホトトギス,,synonym,ユリ科,Liliaceae,774001110,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,,Tricyrtis flava var. nana,2012.05.13,29088,1897,LILIACEAE,LILIALES,ユリ目,774001100,ユリ科,Liliaceae
Boehmeria longispica Steud.  var. dura (Satake) Satake,ヤブマオ,カタバヤブマオ,synonym,イラクサ科,Urticaceae,787553090,イラクサ科,イラクサ科,355,イラクサ科,Urticaceae,314,,Boehmeria longispica var. dura,2016.02.15,29089,0,URTICACEAE,ROSALES,バラ目,787553090,イラクサ科,Urticaceae
Boehmeria longispica Steud.  var. robusta (Nakai et Satake) Satake,マルバヤブマオ,,synonym,イラクサ科,Urticaceae,787553090,イラクサ科,イラクサ科,355,イラクサ科,Urticaceae,314,,Boehmeria longispica var. robusta,2009.06.24,29090,0,URTICACEAE,ROSALES,バラ目,787553090,イラクサ科,Urticaceae
Boehmeria nivea (L.) Gaudich.  var. viridula Yamam.,ノカラムシ,,標準,イラクサ科,Urticaceae,787553090,イラクサ科,イラクサ科,355,イラクサ科,Urticaceae,314,,Boehmeria nivea var. viridula,2020.10.23,29091,1932,URTICACEAE,ROSALES,バラ目,787553090,イラクサ科,Urticaceae
Reynoutria japonica Houtt.  var. compacta (Hook.f.) Hiyama,イタドリ,オノエイタドリ,synonym,タデ科,Polygonaceae,787801050,タデ科,タデ科,377,タデ科,Polygonaceae,325,,Reynoutria japonica var. compacta,2020.05.24,29092,1937,POLYGONACEAE,CARYOPHYLLALES,ナデシコ目,787801050,タデ科,Polygonaceae
Shortia soldanelloides (Siebold et Zucc.) Makino  var. ilicifolia (Maxim.) Makino,ヒメイワカガミ,,synonym,イワウメ科,Diapensiaceae,787921160,イワウメ科,イワウメ科,449,イワウメ科,Diapensiaceae,529,,Shortia soldanelloides var. ilicifolia,2012.05.15,29093,1907,DIAPENSIACEAE,ERICALES,ツツジ目,787921160,イワウメ科,Diapensiaceae
Xylosma racemosa (Siebold et Zucc.) Miq.,クスドイゲ,トリトマラズ,synonym,ヤナギ科,Salicaceae,787559291,イイギリ科,イイギリ科,409,イイギリ科,Flacourtiaceae,484,,Xylosma racemosa,2018.02.04,29094,1865,SALICACEAE,MALPIGHIALES,キントラノオ目,787563290,ヤナギ科,Salicaceae
Aberia hebecarpa (Gardner) Kuntze,セイロンスグリ,セイロングースベリー,synonym,ヤナギ科,Salicaceae,787559291,イイギリ科,イイギリ科,409,イイギリ科,Flacourtiaceae,484,栽,Aberia hebecarpa,2020.03.25,29095,1891,SALICACEAE,MALPIGHIALES,キントラノオ目,787563290,ヤナギ科,Salicaceae
Polystichum tachiroanum (Luerss.) Tagawa,ホソバヤブソテツ,,標準,オシダ科,Dryopteridaceae,500007100,オシダ科,オシダ科,230,オシダ科,Dryopteridaceae,220,,Polystichum tachiroanum,2019.12.02,29096,1932,DRYOPTERIDACEAE,POLYPODIALES,ウラボシ目,500007200,オシダ科,Dryopteridaceae
Heterotropa savatieri (Franch.) F.Maek.  subsp. pseudosavatieri (F.Maek.) T.Sugaw.,ズソウカンアオイ,,synonym,ウマノスズクサ科,Aristolochiaceae,760002050,ウマノスズクサ科,ウマノスズクサ科,322,ウマノスズクサ科,Aristolochiaceae,372,,Heterotropa savatieri subsp. pseudosavatieri,2009.06.24,29098,1985,ARISTOLOCHIACEAE,PIPERALES,コショウ目,760002030,ウマノスズクサ科,Aristolochiaceae
Asarum tubulosum F.Maek.,ツクシアオイ,アケボノアオイ,synonym,ウマノスズクサ科,Aristolochiaceae,760002050,ウマノスズクサ科,ウマノスズクサ科,322,ウマノスズクサ科,Aristolochiaceae,372,,Asarum tubulosum,2012.04.21,29099,1932,ARISTOLOCHIACEAE,PIPERALES,コショウ目,760002030,ウマノスズクサ科,Aristolochiaceae
Heterotropa tubulosa (F.Maek.) F.Maek. ex Nemoto,ツクシアオイ,アケボノアオイ,synonym,ウマノスズクサ科,Aristolochiaceae,760002050,ウマノスズクサ科,ウマノスズクサ科,322,ウマノスズクサ科,Aristolochiaceae,372,,Heterotropa tubulosa,2012.03.31,29100,1936,ARISTOLOCHIACEAE,PIPERALES,コショウ目,760002030,ウマノスズクサ科,Aristolochiaceae
Asarum fauriei Franch.  var. stoloniferum (F.Maek.) T.Sugaw.,ツルダシアオイ,ソノウサイシン,標準,ウマノスズクサ科,Aristolochiaceae,760002050,ウマノスズクサ科,ウマノスズクサ科,322,ウマノスズクサ科,Aristolochiaceae,372,栽,Asarum fauriei var. stoloniferum,2016.01.03,29101,2006,ARISTOLOCHIACEAE,PIPERALES,コショウ目,760002030,ウマノスズクサ科,Aristolochiaceae
Heterotropa stolonifera (F.Maek.) F.Maek. ex Nemoto,ツルダシアオイ,,synonym,ウマノスズクサ科,Aristolochiaceae,760002050,ウマノスズクサ科,ウマノスズクサ科,322,ウマノスズクサ科,Aristolochiaceae,372,栽,Heterotropa stolonifera,2009.06.24,29102,1936,ARISTOLOCHIACEAE,PIPERALES,コショウ目,760002030,ウマノスズクサ科,Aristolochiaceae
Heterotropa hisauchii (F.Maek.) F.Maek. ex Nemoto,ゼニバサイシン,キソジノカンアオイ,synonym,ウマノスズクサ科,Aristolochiaceae,760002050,ウマノスズクサ科,ウマノスズクサ科,322,ウマノスズクサ科,Aristolochiaceae,372,,Heterotropa hisauchii,2009.06.24,29103,1936,ARISTOLOCHIACEAE,PIPERALES,コショウ目,760002030,ウマノスズクサ科,Aristolochiaceae
Nothoscordum fragrans (Vent.) Kunth,ハタケニラ,,synonym,ヒガンバナ科,Amaryllidaceae,775001130,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,帰,Nothoscordum fragrans,2017.12.27,29104,1843,AMARYLLIDACEAE,ASPARAGALES,キジカクシ目,775001130,ヒガンバナ科,Amaryllidaceae
Bromus molliformis Lloyd,ハトノチャヒキ,カモメノチャヒキ (Ohmura 1957),synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,帰,Bromus molliformis,2015.12.13,29105,1844,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Bromus willdenowii Kunth,イヌムギ,,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,帰,Bromus willdenowii,2020.01.25,29106,1829,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Bromus macrostachys Desf.,オオチャヒキ,,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,栽,Bromus macrostachys,2020.09.26,29107,1800,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Aglaomorpha meyeniana Schott,ホザキカザリシダ,,標準,ウラボシ科,Polypodiaceae,500007150,ウラボシ科,ウラボシ科,235,ウラボシ科,Polypodiaceae,224,外,Aglaomorpha meyeniana,2014.05.16,29108,1834,POLYPODIACEAE,POLYPODIALES,ウラボシ目,500007260,ウラボシ科,Polypodiaceae
Asplenium cardiophyllum (Hance) Baker  subsp. ikenoi (Makino) Fraser-Jenk.,ヒメタニワタリ,,synonym,チャセンシダ科,Aspleniaceae,500007050,チャセンシダ科,チャセンシダ科,227,チャセンシダ科,Aspleniaceae,222,,Asplenium cardiophyllum subsp. ikenoi,2018.07.03,29109,2017,ASPLENIACEAE,POLYPODIALES,ウラボシ目,500007120,チャセンシダ科,Aspleniaceae
Boniniella ikenoi (Makino) Hayata,ヒメタニワタリ,,synonym,チャセンシダ科,Aspleniaceae,500007050,チャセンシダ科,チャセンシダ科,227,チャセンシダ科,Aspleniaceae,222,,Boniniella ikenoi,2019.12.28,29110,1927,ASPLENIACEAE,POLYPODIALES,ウラボシ目,500007120,チャセンシダ科,Aspleniaceae
Grammitis okuboi (Yatabe) Ching,オオクボシダ,,synonym,ウラボシ科,Polypodiaceae,500007150,ヒメウラボシ科,ヒメウラボシ科,236,ウラボシ科,Polypodiaceae,224,,Grammitis okuboi,2012.08.30,29111,1940,POLYPODIACEAE,POLYPODIALES,ウラボシ目,500007260,ウラボシ科,Polypodiaceae
Phymatodes scolopendria (Burm.f.) Ching,オキナワウラボシ,,synonym,ウラボシ科,Polypodiaceae,500007150,ウラボシ科,ウラボシ科,235,ウラボシ科,Polypodiaceae,224,,Phymatodes scolopendria,2014.01.07,29112,1933,POLYPODIACEAE,POLYPODIALES,ウラボシ目,500007260,ウラボシ科,Polypodiaceae
Piper kadsura (Choisy) Ohwi  var. macrophyllum (Nakai) Nemoto,フウトウカズラ,オオバフウトウカズラ,synonym,コショウ科,Piperaceae,760002020,コショウ科,コショウ科,321,コショウ科,Piperaceae,369,,Piper kadsura var. macrophyllum,2012.05.17,29113,1936,PIPERACEAE,PIPERALES,コショウ目,760002020,コショウ科,Piperaceae
Alnus maximowiczii Callier  var. sachalinensis (Koidz.) Nemoto,カラフトミヤマハンノキ,,synonym,カバノキ科,Betulaceae,787555070,カバノキ科,カバノキ科,363,カバノキ科,Betulaceae,308,,Alnus maximowiczii var. sachalinensis,2009.06.24,29115,1936,BETULACEAE,FAGALES,ブナ目,787554070,カバノキ科,Betulaceae
Cyclobalanopsis acuta (Thunb.) Oerst.,アカガシ,,synonym,ブナ科,Fagaceae,787555020,ブナ科,ブナ科,361,ブナ科,Fagaceae,309,,Cyclobalanopsis acuta,2012.05.10,29116,1867,FAGACEAE,FAGALES,ブナ目,787554020,ブナ科,Fagaceae
Cyclobalanopsis miyagii (Koidz.) Kudô et Masam.,オキナワウラジロガシ,,synonym,ブナ科,Fagaceae,787555020,ブナ科,ブナ科,361,ブナ科,Fagaceae,309,,Cyclobalanopsis miyagii,2012.05.27,29117,1930,FAGACEAE,FAGALES,ブナ目,787554020,ブナ科,Fagaceae
Cyclobalanopsis x takaoyamensis (Makino) Kudô et Masam.,オオツクバネガシ,,synonym,ブナ科,Fagaceae,787555020,ブナ科,ブナ科,361,ブナ科,Fagaceae,309,,Cyclobalanopsis takaoyamensis,2012.05.27,29118,1930,FAGACEAE,FAGALES,ブナ目,787554020,ブナ科,Fagaceae
Bilderdykia dumetorum (L.) Dumort.,ツルタデ,ツルイタドリ,synonym,タデ科,Polygonaceae,787801050,タデ科,タデ科,377,タデ科,Polygonaceae,325,帰,Bilderdykia dumetorum,2012.05.13,29119,1827,POLYGONACEAE,CARYOPHYLLALES,ナデシコ目,787801050,タデ科,Polygonaceae
Fallopia pauciflora (Maxim.) Kitag.,ツルタデ,サナエツルイタドリ,synonym,タデ科,Polygonaceae,787801050,タデ科,タデ科,377,タデ科,Polygonaceae,325,,Fallopia pauciflora,2012.05.13,29120,1979,POLYGONACEAE,CARYOPHYLLALES,ナデシコ目,787801050,タデ科,Polygonaceae
Persicaria hydropiper (L.) Delarbre  var. latifolia Araki,ムラサキタデ,,synonym,タデ科,Polygonaceae,787801050,タデ科,タデ科,377,タデ科,Polygonaceae,325,,Persicaria hydropiper var. latifolia,2012.05.24,29121,1952,POLYGONACEAE,CARYOPHYLLALES,ナデシコ目,787801050,タデ科,Polygonaceae
Reynoutria japonica Houtt.  f. compacta (Hook.f.) Nemoto,イタドリ,オノエイタドリ,synonym,タデ科,Polygonaceae,787801050,タデ科,タデ科,377,タデ科,Polygonaceae,325,,Reynoutria japonica f. compacta,2009.06.24,29122,1936,POLYGONACEAE,CARYOPHYLLALES,ナデシコ目,787801050,タデ科,Polygonaceae
Reynoutria japonica Houtt.  f. colorans (Makino) Nemoto,メイゲツソウ,,synonym,タデ科,Polygonaceae,787801050,タデ科,タデ科,377,タデ科,Polygonaceae,325,,Reynoutria japonica f. colorans,2020.05.24,29123,1936,POLYGONACEAE,CARYOPHYLLALES,ナデシコ目,787801050,タデ科,Polygonaceae
Reynoutria sachalinensis (F.Schmidt) Nakai  var. intermedia (Tatew.) Tatew. ex Miyabe et Kudô ,アイイタドリ,エゾイタドリ,synonym,タデ科,Polygonaceae,787801050,タデ科,タデ科,377,タデ科,Polygonaceae,325,,Reynoutria sachalinensis var. intermedia,2012.05.27,29124,1934,POLYGONACEAE,CARYOPHYLLALES,ナデシコ目,787801050,タデ科,Polygonaceae
Chenopodium virgatum Thunb.,ホソバアカザ,,標準,ヒユ科,Amaranthaceae,787801160,アカザ科,アカザ科,371,アカザ科,Chenopodiaceae,336,,Chenopodium virgatum,2020.03.09,29125,1815,AMARANTHACEAE,CARYOPHYLLALES,ナデシコ目,787801160,ヒユ科,Amaranthaceae
Chenopodium acuminatum Willd.  subsp. virgatum (Thunb.) Kitam.,カワラアカザ,,synonym,ヒユ科,Amaranthaceae,787801160,アカザ科,アカザ科,371,アカザ科,Chenopodiaceae,336,,Chenopodium acuminatum subsp. virgatum,2012.05.11,29126,1962,AMARANTHACEAE,CARYOPHYLLALES,ナデシコ目,787801160,ヒユ科,Amaranthaceae
Chenopodium acuminatum Willd.  var. virgatum auct. non Moq.,カワラアカザ,,synonym,ヒユ科,Amaranthaceae,787801160,アカザ科,アカザ科,371,アカザ科,Chenopodiaceae,336,,Chenopodium acuminatum var. virgatum,2012.05.11,29127,0,AMARANTHACEAE,CARYOPHYLLALES,ナデシコ目,787801160,ヒユ科,Amaranthaceae
Phytolacca esculenta Van Houtte,ヤマゴボウ,,synonym,ヤマゴボウ科,Phytolaccaceae,787801300,ヤマゴボウ科,ヤマゴボウ科,365,ヤマゴボウ科,Phytolaccaceae,327,帰,Phytolacca esculenta,2018.08.20,29130,1848,PHYTOLACCACEAE,CARYOPHYLLALES,ナデシコ目,787801300,ヤマゴボウ科,Phytolaccaceae
Cerastium vulgatum L.  var. glomeratum (Thuill.) DC.,オランダミミナグサ,アオミミナグサ,synonym,ナデシコ科,Caryophyllaceae,787801140,ナデシコ科,ナデシコ科,376,ナデシコ科,Caryophyllaceae,335,帰,Cerastium vulgatum var. glomeratum,2012.05.10,29131,1805,CARYOPHYLLACEAE,CARYOPHYLLALES,ナデシコ目,787801140,ナデシコ科,Caryophyllaceae
Dianthus buergeri Miq.,カンナデシコ,ハチジョウナデシコ,標準,ナデシコ科,Caryophyllaceae,787801140,ナデシコ科,ナデシコ科,376,ナデシコ科,Caryophyllaceae,335,栽,Dianthus buergeri,2018.02.04,29132,1865,CARYOPHYLLACEAE,CARYOPHYLLALES,ナデシコ目,787801140,ナデシコ科,Caryophyllaceae
Gypsophila perfoliata L.,イトナデシコ,,標準,ナデシコ科,Caryophyllaceae,787801140,ナデシコ科,ナデシコ科,376,ナデシコ科,Caryophyllaceae,335,栽,Gypsophila perfoliata,2016.01.26,29133,1753,CARYOPHYLLACEAE,CARYOPHYLLALES,ナデシコ目,787801140,ナデシコ科,Caryophyllaceae
Barbarea taiwaniana Ohwi,ニイタカガラシ,,標準,アブラナ科,Brassicaceae,787562152,アブラナ科,アブラナ科,436,アブラナ科,Cruciferae,397,外,Barbarea taiwaniana,2017.02.21,29135,1934,BRASSICACEAE,BRASSICALES,アブラナ目,787578170,アブラナ科,Brassicaceae (Cruciferae)
Cardamine matsumurana Nemoto,ミツバコンロンソウ,,synonym,アブラナ科,Brassicaceae,787562152,アブラナ科,アブラナ科,436,アブラナ科,Cruciferae,397,,Cardamine matsumurana,2012.05.22,29136,1936,BRASSICACEAE,BRASSICALES,アブラナ目,787578170,アブラナ科,Brassicaceae (Cruciferae)
Malcolmia maritima (L.) R.Br.,ヒメアラセイトウ,"コアラセイトウ, ハマアラセイトウ",標準,アブラナ科,Brassicaceae,787562152,アブラナ科,アブラナ科,436,アブラナ科,Cruciferae,397,栽,Malcolmia maritima,2020.02.04,29137,1812,BRASSICACEAE,BRASSICALES,アブラナ目,787578170,アブラナ科,Brassicaceae (Cruciferae)
Parrya nudicaulis (L.) Regel,グンジソウ,,標準,アブラナ科,Brassicaceae,787562152,アブラナ科,アブラナ科,436,アブラナ科,Cruciferae,397,外,Parrya nudicaulis,2019.04.01,29138,1861,BRASSICACEAE,BRASSICALES,アブラナ目,787578170,アブラナ科,Brassicaceae (Cruciferae)
Mukdenia rossii (Oliv.) Koidz.,タンチョウソウ,"イワヤツデ (Y.Yabe in B. M. T. 24: (271) (1910), sub nom. Aceriphyllum rossi (Oliv.) Engl.)",標準,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,栽,Mukdenia rossii,2012.05.13,29139,1935,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Deutzia crenata Siebold et Zucc.  var. floribunda (Nakai) H.Ohba,コウツギ,,synonym,アジサイ科,Hydrangeaceae,787911030,アジサイ科,アジサイ科,467,ユキノシタ科,Saxifragaceae,407,,Deutzia crenata var. floribunda,2009.06.24,29141,1989,HYDRANGEACEAE,CORNALES,ミズキ目,787911030,アジサイ科,Hydrangeaceae
"Deutzia gracilis Siebold et Zucc.  var. zentaroana (Nakai) Hatus. ex Ohwi, nom. nud.",ブンゴウツギ,,synonym,アジサイ科,Hydrangeaceae,787911030,アジサイ科,アジサイ科,467,ユキノシタ科,Saxifragaceae,407,,Deutzia gracilis var. zentaroana,2012.05.17,29142,0,HYDRANGEACEAE,CORNALES,ミズキ目,787911030,アジサイ科,Hydrangeaceae
Oldenlandia grayi K.Schum.,シマザクラ,,synonym,アカネ科,Rubiaceae,787951010,アカネ科,アカネ科,657,アカネ科,Rubiaceae,554,,Oldenlandia grayi,2015.11.01,29143,1891,RUBIACEAE,GENTIANALES,リンドウ目,787951010,アカネ科,Rubiaceae
Utricularia gibba L.  subsp. exoleta (R.Br.) P.Taylor,ミカワタヌキモ,,synonym,タヌキモ科,Lentibulariaceae,787963160,タヌキモ科,タヌキモ科,649,タヌキモ科,Lentibulariaceae,578,,Utricularia gibba subsp. exoleta,2019.11.16,29144,1961,LENTIBULARIACEAE,LAMIALES,シソ目,787963160,タヌキモ科,Lentibulariaceae
Ariosorbus x tangoensis (Koidz.) Koidz.,リクチュウナナカマド,ヨサノハゴロモナナカマド,synonym,バラ科,Rosaceae,787553010,バラ科,バラ科,477,バラ科,Rosaceae,415,,Ariosorbus tangoensis,2009.06.24,29145,1934,ROSACEAE,ROSALES,バラ目,787553010,バラ科,Rosaceae
Ariosorbus x uzenensis (Koidz.) Koidz.,リクチュウナナカマド,デワノハゴロモナナカマド,synonym,バラ科,Rosaceae,787553010,バラ科,バラ科,477,バラ科,Rosaceae,415,,Ariosorbus uzenensis,2009.06.24,29146,1934,ROSACEAE,ROSALES,バラ目,787553010,バラ科,Rosaceae
Filipendula kiraishiensis Hayata,タイワンシモツケソウ,,標準,バラ科,Rosaceae,787553010,バラ科,バラ科,477,バラ科,Rosaceae,415,外,Filipendula kiraishiensis,2014.08.16,29148,1920,ROSACEAE,ROSALES,バラ目,787553010,バラ科,Rosaceae
Saxifraga fortunei Hook.f.  var. incisolobata (Engl. et Irmsch.) Nakai,ダイモンジソウ,,synonym,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga fortunei var. incisolobata,2020.01.25,29149,1938,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga fortunei Hook.f.  var. crassa Nakai,ダイモンジソウ,トウホクダイモンジソウ,synonym,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga fortunei var. crassa,2020.01.25,29150,1938,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga mutabilis Koidz.,ダイモンジソウ,,synonym,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga mutabilis,2020.01.25,29151,1930,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Angelica minamitanii T.Yamaz.,ヒュウガセンキュウ,,標準,セリ科,Apiaceae,787982100,セリ科,セリ科,615,セリ科,Umbelliferae,528,,Angelica minamitanii,2018.07.07,29152,2001,APIACEAE,APIALES,セリ目,787982100,セリ科,Apiaceae
Angelica sachalinensis Maxim.  var. pubescens T.Yamaz.,ケエゾノヨロイグサ,,synonym,セリ科,Apiaceae,787982100,セリ科,セリ科,615,セリ科,Umbelliferae,528,,Angelica sachalinensis var. pubescens,2009.06.24,29153,1986,APIACEAE,APIALES,セリ目,787982100,セリ科,Apiaceae
Angelica polymorpha Maxim.  f. lineariloba T.Yamaz.,ホソバシラネセンキュウ,,標準,セリ科,Apiaceae,787982100,セリ科,セリ科,615,セリ科,Umbelliferae,528,,Angelica polymorpha f. lineariloba,2009.06.24,29154,2001,APIACEAE,APIALES,セリ目,787982100,セリ科,Apiaceae
Angelica mukabakiensis T.Yamaz.,オオウバタケニンジン,ムカバキニンジン,synonym,セリ科,Apiaceae,787982100,セリ科,セリ科,615,セリ科,Umbelliferae,528,,Angelica mukabakiensis,2012.05.10,29155,1994,APIACEAE,APIALES,セリ目,787982100,セリ科,Apiaceae
Angelica tenuisecta (Makino) Makino  var. mayebarana (Koidz.) H.Ohba,クマノダケ,,synonym,セリ科,Apiaceae,787982100,セリ科,セリ科,615,セリ科,Umbelliferae,528,,Angelica tenuisecta var. mayebarana,2020.05.28,29156,1999,APIACEAE,APIALES,セリ目,787982100,セリ科,Apiaceae
Heracleum barbatum Ledeb.  subsp. moellendorffii (Hance) M.Hiroe,マンシュウハナウド,,異分類,セリ科,Apiaceae,787982100,セリ科,セリ科,615,セリ科,Umbelliferae,528,外,Heracleum barbatum subsp. moellendorffii,2016.09.13,29157,1949,APIACEAE,APIALES,セリ目,787982100,セリ科,Apiaceae
