大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,出典
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,alikurokoi,,Kemperman & Wilkinson,1985,,イチゴモグリチビガ,,キンミズヒキホソモグリチビガ,,,出版後の追加,名前変更,"Stigmella alikurokoi Kemperman & Wilkinson, 1985",エビガライチゴ (以上バラ科); モミジイチゴ; フユイチゴ; モミジイチゴ; フユイチゴ; モミジイチゴ; フユイチゴ; モミジイチゴ; フユイチゴ; モミジイチゴ; フユイチゴ,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,ichigoiella,,Kemperman & Wilkinson,1985,,イチゴアカガネモグリチビガ,,,,,,,"Stigmella ichigoiella Kemperman & Wilkinson, 1985",フユイチゴ (バラ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,spiculifera,,Kemperman & Wilkinson,1985,,イチゴギンモグリチビガ,,ギンスジモグリチビガ,,,出版後の追加,名前変更,"Stigmella spiculifera Kemperman & Wilkinson, 1985",クサイチゴ (以上バラ科); モミジイチゴ; モミジイチゴ; モミジイチゴ; モミジイチゴ; モミジイチゴ; ; モミジイチゴ; モミジイチゴ;; モミジイチゴ;; モミジイチゴ;; モミジイチゴ;; ; モミジイチゴ; モミジイチゴ;; モミジイチゴ;; モミジイチゴ;; モミジイチゴ;; ; モミジイチゴ; モミジイチゴ;; モミジイチゴ;; モミジイチゴ;; モミジイチゴ;; ; モミジイチゴ; モミジイチゴ;; モミジイチゴ;; モミジイチゴ;; モミジイチゴ;,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,azukinashii,,Hirano,2014,,アズキナシモグリチビガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,hamamelella,,Hirano,2014,,マンサクモグリチビガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,pourthiaeella,,Hirano,2014,,カマツカモグリチビガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
25,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,gimmonella,,(Matsumura),1931,,ギンモンモグリチビガ,,,,,,,"Stigmella gimmonella (Matsumura, 1931)",ハルニレ (以上ニレ科); オヒョウ; オヒョウ; オヒョウ; オヒョウ; オヒョウ; ; オヒョウ; オヒョウ;; オヒョウ;; オヒョウ;; オヒョウ;; ; オヒョウ; オヒョウ;; オヒョウ;; オヒョウ;; オヒョウ;; ; オヒョウ; オヒョウ;; オヒョウ;; オヒョウ;; オヒョウ;; ; オヒョウ; オヒョウ;; オヒョウ;; オヒョウ;; オヒョウ;,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,zelkoviella,,Kemperman & Wilkinson,1985,,ケヤキモグリチビガ,,,,,,,"Stigmella zelkoviella Kemperman & Wilkinson, 1985",ケヤキ (ニレ科),日本産蛾類標準図鑑3
24,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,castanopsiella,,(Kuroko),1978,,シイモグリチビガ,,,,,,,"Stigmella castanopsiella (Kuroko, 1978)",スダジイ (プナ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,kurokoi,,Puplesis,1984,,クヌギモグリチビガ,,,,,,,"Stigmella kurokoi Puplesis, 1984",ナラガシワ (以上プナ科); コナラ; カシワ; コナラ; カシワ; コナラ; カシワ; コナラ; カシワ; コナラ; カシワ,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,aladina,,Puplesis,1984,,クヌギクロモグリチビガ,,,,,,,"Stigmella aladina Puplesis, 1984",カシワ (以上プナ科); コナラ; クヌギ; コナラ; クヌギ; コナラ; クヌギ; コナラ; クヌギ; コナラ; クヌギ,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,azuminoensis,,Hirano,2010,,アズミノモグリチビガ,,,,,,,"Stigmella azuminoensis Hirano, 2010",カシワ (以上プナ科); コナラ; クヌギ; コナラ; クヌギ; コナラ; クヌギ; コナラ; クヌギ; コナラ; クヌギ,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,caesurifasciella,,Kemperman & Wilkinson,1985,,アカガシモグリチビガ,,アラカシモグリチビガ,,,,,"Stigmella caesurifasciella Kemperman & Wilkinson, 1985",アラカシ (以上プナ科); アカガシ; アカガシ; アカガシ; アカガシ; アカガシ; ; アカガシ; アカガシ;; アカガシ;; アカガシ;; アカガシ;; ; アカガシ; アカガシ;; アカガシ;; アカガシ;; アカガシ;; ; アカガシ; アカガシ;; アカガシ;; アカガシ;; アカガシ;; ; アカガシ; アカガシ;; アカガシ;; アカガシ;; アカガシ;,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,clisiotophora,,Kemperman & Wilkinson,1985,,アベマキモグリチビガ,アベマキモグリチビガ（和名新称）,,,,,,"Stigmella clisiotophora Kemperman & Wilkinson, 1985",アベマキ (プナ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,crenatiella,,Hirano,2010,,クリクロモグリチビガ,,,,,,,"Stigmella crenatiella Hirano, 2010",クリ (プナ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,dentatae,,Puplesis,1984,,カシワモグリチビガ,,,,,,,"Stigmella dentatae Puplesis, 1984",ミズナラ (以上プナ科); カシワ; コナラ; カシワ; コナラ; カシワ; コナラ; カシワ; コナラ; カシワ; コナラ,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,fumida,,Kemperman & Wilkinson,1985,,ズグロモグリチビガ,,クヌギギンモグリチビガ，クリモグリチビガ,,,,,"Stigmella fumida Kemperman & Wilkinson, 1985",クリ (以上プナ科); カシワ; クヌギ; カシワ; クヌギ; カシワ; クヌギ; カシワ; クヌギ; カシワ; クヌギ,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,hisaii,,Kuroko,2004,,キオビシイモグリチビガ,,キオビモグリチビガ,,,,,"Stigmella hisaii Kuroko, 2004",スダジイ (プナ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,hisakoae,,Hirano,2010,,ヒサコナラモグリチビガ,,,,,,,"Stigmella hisakoae Hirano, 2010",コナラ (プナ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,omelkoi,,Puplesis,1984,,オスアトフサモグリチビガ,オスアトフサモグリチビガ（和名新称）,,,,,,"Stigmella omeikoi Puplesis, 1984",ミズナラ (以上プナ科); コナラ; カシワ; コナラ; カシワ; コナラ; カシワ; コナラ; カシワ; コナラ; カシワ,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Bohemannia,,ussuriella,,Puplesis,1984,,ヒメキンツヤモグリチビガ,,,,,,,"Bohemannia ussuriella Puplesis, 1984",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Bohemannia,,manschurella,,Puplesis,1984,,キンツヤモグリチビガ,,ホソバツヤモグリチビガ,,,,,"Bohemannia nipponicella Hirano, 2010",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Bohemannia,,nubila,,Puplesis,1985,,ムモンツヤモグリチビガ,ムモンツヤモグリチビガ（和名新称）,,,,南千島,本土から発見,"Bohemannia nubila Puplesis, 1985",不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
23,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Glaucolepis,,oishiella,,(Matsumura),1931,,オオイシモグリチビガ,オオイシモグリチビガ（和名改称）,オオイシチビガ,,,出版後の追加,名前変更,"Trifurcula oishiella Matsumura, 1931",セイヨウミザクラ（桜桃）の枝（バラ科）; セイヨウミザクラ（桜桃）の枝（バラ科）; セイヨウミザクラ（桜桃）の枝（バラ科）; セイヨウミザクラ（桜桃）の枝（バラ科）; セイヨウミザクラ（桜桃）の枝（バラ科）,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Fomoria,,weaveri,,(Stainton),1855,,コケモモモグリチビガ,コケモモモグリチビガ（和名改称）,コケモモチビモグリガ,,,,,"Ectoedemia weaveri (Stainton, 1855)",コケモモ (ツツジ科),日本産蛾類標準図鑑3
22,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Fomoria,,hypericifolia,,Kuroko,1982,,オトギリモグリチビガ,,,,,出版後の追加,名前変更,"Ectoedemia hypericifolia (Kuroko, 1982)",オトギリソウ (オトギリソウ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Fomoria,,"sp. of Oku, 2003",,,,[nr pumira Puplesis],ツマテンオビモグリチビガ,,,,,非掲載,,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Etainia,,capesella,,(Puplesis),1985,,フタテンオビモグリチビガ,,,,,,,"Ectoedemia capesella (Puplesis, 1985)",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Etainia,,peterseni,,(Puplesis),1985,,キイロモグリチビガ,,,,,,,"Ectoedemia peterseni (Puplesis, 1985)",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Etainia,,parva,,Yagi & Hirowatari,2017,,ヒメキイロモグリチビガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
26,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Etainia,,trifasciata,,(Matsumura),1931,,ミスジモグリチビガ,ミスジモグリチビガ（和名改称）,"トラフモグリチビガ, ミスジチビガ",,,出版後の追加,名前変更,"Ectoedemia trifasciata (Matsumura, 1931)",不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Acalyptris,,"sp. of Owada et al., 2006",,,,,ムラサキシキブモグリチビガ,,,,,非掲載,,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Zimmermannia,,amani,,(Svensson),1966,,ウスグロモグリチビガ,,,,,出版後の追加,名前変更,"Ectoedemia amani Svensson, 1966",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Zimmermannia,,admiranda,,(Puplesis),1984,,クロバネモグリチビガ,クロバネモグリチビガ（和名新称）,,,,出版後の追加,名前変更,"Ectoedemia admiranda Puplesis, 1984",不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,insularis,,Puplesis,1985,,ヤナギミャクモグリチビガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,sinevi,,Puplesis,1985,,カバノキモグリチビガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,argyropeza,,(Zeller),1839,,ヤマナラシモグリチビガ,ヤマナラシモグリチビガ（和名新称）,,,,出版後の追加,名前変更,"Ectoedemia argyropeza (Zeller, 1839)",ヤマナラシ (ヤナギ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,arisi,,Puplesis,1984,,ハイイロモグリチビガ,,,,,出版後の追加,名前変更,"Ectoedemia arisi Puplesis, 1984",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,scoblei,,Puplesis,1984,,クルミモグリチビガ,クルミモグリチビガ（和名新称）,,,,出版後の追加,名前変更,"Ectoedemia scoblei Puplesis, 1984",オニグルミ (クルミ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,philipi,,Puplesis,1984,,クルミミツモンモグリチビガ,クルミミツモンモグリチビガ（和名改称）,ミツモンモグリチビガ,,,出版後の追加,名前変更,"Ectoedemia philipi Puplesis, 1984",オニグルミ (クルミ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,cerviparadisicola,,Sato,2012,,イチイガシモグリチビガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,olivina,,Puplesis,1984,,イタヤカエデモグリチビガ,,,,,出版後の追加,名前変更,"Ectoedemia olvina Puplesis, 1984",イロハモミジ (以上ムクロジ科); イタヤカエデ; イタヤカエデ; イタヤカエデ; イタヤカエデ; イタヤカエデ; ; イタヤカエデ; イタヤカエデ;; イタヤカエデ;; イタヤカエデ;; イタヤカエデ;; ; イタヤカエデ; イタヤカエデ;; イタヤカエデ;; イタヤカエデ;; イタヤカエデ;; ; イタヤカエデ; イタヤカエデ;; イタヤカエデ;; イタヤカエデ;; イタヤカエデ;; ; イタヤカエデ; イタヤカエデ;; イタヤカエデ;; イタヤカエデ;; イタヤカエデ;,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,chasanella,,Puplesis,1984,,ウスキオビモグリチビガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,pilosae,,Puplesis,1984,,キンミズヒキモグリチビガ,キンミズヒキモグリチビガ（和名新称）,,,,出版後の追加,名前変更,"Ectoedemia pilosae Puplesis, 1984",キンミズヒキ (バラ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,occultella,,(Linnaeus),1767,,ナナカマドモグリチビガ,ナナカマドモグリチビガ（和名新称）,,,,出版後の追加,名前変更,"Ectoedemia occultella (Linnaeus, 1767)",シラカンパ (カバノキ科); ナンキンナナカマド (バラ科),日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,jacutica,,Puplesis,1988,,シモツケモグリチビガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,"sp. 1 of Owada et al., 2006",,,,,クサイチゴモグリチビガ,,,,,非掲載,,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,"sp. 2 of Owada et al., 2006",,,,,サクラモグリチビガ,,,,,非掲載,,,不明; 不明; 不明; 不明; 不明,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,"sp. 3 of Owada et al., 2006",,,,,クヌギゴマフモグリチビガ,,,,,非掲載,,,不明; 不明; 不明; 不明; 不明,
,Opostegidae,ヒラタモグリガ科,,,,,,,Eosopostega,,issikii,,Davis,1989,,イッシキヒラタモグリガ,イッシキヒラタモグリガ（和名新称）,,,,,,"Eosopostega issikii Davis, 1989",不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
